account_id,account_name,balance
41356,Joshua Rivera,93309.61
29273,Donald Reyes,30276.41
39500,Maria Flores,991.81
85891,Anthony Lopez,119589.04
56693,Amanda King,155033.72
33023,Betty Hernandez,168771.83
83009,Valentina Torres,42125.0
23617,Charles Morales,32648.53
65952,John Jones,48000.17
25656,Michelle Thomas,230919.77
15043,Emily Smith,202790.44
87728,Camila White,129502.77
24718,Isabella Scott,93038.52
40036,David Nelson,49447.31
64631,Patricia Rivera,136944.37
95620,Nancy Roberts,85355.06
10039,Isabella Green,187739.18
18600,Stephanie Jackson,89188.63
20400,Kimberly Mitchell,128073.75
61126,Thomas Nguyen,172119.31
16994,Donald Harris,33605.55
81923,Maria Johnson,199425.42
50915,Steven White,110646.45
55120,Luis Wilson,45393.0
94180,Joseph Roberts,197014.35
88726,Sarah Torres,248599.5
78333,Michael Davis,137111.69
15166,James Adams,133304.41
36181,Mark Hernandez,175793.93
82631,Nancy White,8841.85
14424,Patricia Ortiz,244501.33
52672,Mary Scott,132746.02
43868,Paul Taylor,20712.76
42880,Anthony Thomas,109052.84
23704,Ashley Moore,208822.7
31448,Javier Castillo,97684.31
14667,Edward Perez,106646.5
26727,Barbara Davis,244011.12
60383,Donald Lopez,41802.81
65146,Charles Garcia,125573.16
26008,Amanda Reyes,118347.4
60768,Brian Adams,57759.4
11955,Jessica Jones,113982.2
40541,Joshua Walker,60821.45
47694,Mary Scott,157032.45
39853,Matthew Torres,200090.94
73833,David Rodriguez,162908.91
41639,Ashley Smith,233228.43
55699,Kenneth Jackson,166413.6
25097,Valentina Baker,79544.74
70806,David Ortiz,36975.2
47455,Steven Davis,127523.67
34447,Richard Davis,29573.58
67798,Kimberly Garcia,39290.55
27429,Joshua Smith,59298.81
77952,Patricia Lewis,165644.43
56008,Melissa Carter,12535.9
30005,Karen Carter,184821.52
53791,Anthony Campbell,154173.69
24810,Mark Campbell,137064.4
94803,Robert Gonzalez,209935.6
43021,Barbara Harris,124864.89
34953,Robert Thompson,111849.99
46950,Gabriela Gutierrez,204393.64
63042,Richard Castillo,47148.54
39778,Edward Flores,100.5
99466,Mary Torres,166886.55
49718,Carlos Martinez,177819.63
27353,Michelle White,50937.75
30816,Daniel Ramirez,247765.08
10969,Camila Williams,124130.15
94013,Miguel Sanchez,67956.42
49897,Matthew Carter,170686.42
51636,Christopher Thompson,119334.72
79199,Donna Rodriguez,112032.7
37137,Isabella Hall,86710.8
78412,Daniel Scott,99958.83
32151,Thomas Harris,112162.25
92491,Edward Cruz,222184.37
60841,Margaret Miller,47938.76
73219,Miguel Mitchell,79873.64
79113,Bryan Jackson,167847.25
65097,Linda Roberts,108132.45
86490,George Robinson,89021.06
67329,Barbara Jones,67843.54
42034,Donna Nguyen,129251.08
79011,Diego Carter,7207.61
23895,Michelle Hernandez,71386.19
25155,Anthony Lee,94394.28
60493,Carol Lewis,223042.68
77082,Jessica Smith,152688.72
72791,Patricia Jackson,40768.17
96768,Melissa Robinson,172707.94
81827,Linda Nelson,139684.12
90364,Susan Nelson,239072.82
15401,Jessica Jackson,104769.83
57919,Sarah Smith,81708.65
95686,Gabriela Johnson,166262.66
99364,Nancy Walker,54053.51
43545,Emily King,54735.11
96800,Brian Adams,75825.18
46070,Gabriela Hill,28213.56
32860,Kimberly Harris,159034.8
82144,Carol Anderson,170688.53
98995,Patricia Robinson,49963.83
98534,Miguel Davis,79678.48
57448,Linda Williams,15902.3
24451,Gabriela Williams,16503.16
59944,Jennifer Mitchell,216255.31
38825,Stephanie Rodriguez,191948.6
72456,Nancy Martin,71955.25
75122,Jessica Rodriguez,171873.7
23403,James Morales,133806.08
20793,Nancy White,211082.57
32579,Joshua Nelson,44062.66
50909,Sandra Brown,150742.72
71311,John Davis,244226.12
73341,Ashley Walker,197547.39
37712,Steven Davis,100605.2
24644,Amanda Perez,163121.59
24864,Sarah Thomas,105937.5
74115,Emily Reyes,139536.39
33733,Melissa Castillo,4277.63
52514,Donna Flores,171342.6
18927,Thomas Hernandez,28316.55
73913,Melissa Brown,247803.55
77269,Emily Brown,91914.46
82311,Stephanie Wilson,67832.44
19633,Amanda Martinez,61728.92
51098,Joshua Perez,9053.39
21074,Kevin Clark,97608.76
23626,Brian Torres,165518.81
16070,Richard Young,45609.55
19500,Steven Williams,32147.3
66983,Sarah Cruz,76012.58
49949,Donald Hall,78018.71
74891,Donald Robinson,187974.93
91781,John Wilson,118184.63
28189,Ashley Jackson,70858.12
39384,Bryan Rodriguez,70620.06
30192,Richard Allen,209871.15
80752,Betty Lewis,5.0
12575,Brian Mitchell,125637.8
68955,Maria Young,26711.79
84581,Patricia Hall,116085.67
36309,William Williams,101116.78
94683,Kenneth Castillo,153201.92
70985,Susan Perez,182333.34
70924,Andrew Wilson,117258.44
19959,Matthew Robinson,244912.93
63002,Mark Thompson,190937.49
61425,Karen Nguyen,221112.89
60468,Nancy Gonzalez,214302.21
92732,Jessica White,208286.67
41435,Robert Lee,99447.54
93389,Kimberly Anderson,179680.23
32693,Betty Sanchez,155927.43
23487,Miguel Hill,60482.3
17678,Anthony Taylor,83626.59
56432,Mary Baker,144568.57
86779,Luis Lopez,192317.67
69149,Maria Allen,47921.36
85142,Patricia Brown,29601.79
35713,Robert Anderson,47356.31
71364,Camila Allen,222244.04
45430,David Johnson,170722.8
44400,Luis Ortiz,66333.54
60047,George Torres,144539.97
57086,Emily Hall,44897.67
41009,Paul White,9305.81
28306,Miguel Cruz,119712.5
96232,Nancy Roberts,72598.32
56267,Brian Nelson,144607.22
81428,James Moore,2311.26
86668,Linda Baker,59230.36
87086,Jennifer Baker,133071.51
11836,Linda Martin,246853.73
34097,Donald Allen,78734.01
55411,Brian Green,194552.48
37626,Joshua Robinson,137747.43
84675,Susan Gonzalez,173789.49
48009,Susan King,134296.6
51419,Donna Green,79133.42
53633,Bryan Wilson,51117.2
56561,Miguel Gutierrez,65399.57
48982,Patricia Hernandez,21206.07
21535,Sandra Robinson,150226.86
85857,Steven Harris,213244.75
86484,Margaret Rodriguez,21954.5
39693,Kevin Brown,154121.71
68455,Kimberly Robinson,159532.36
34049,Linda Nguyen,212199.54
85084,Richard Lewis,98550.58
69471,Valentina Rivera,97298.41
11504,Valentina Wright,67516.77
79198,Emily Brown,77517.57
95912,Paul Sanchez,156798.31
48895,John Wilson,188611.98
88435,Patricia Sanchez,235548.33
55354,Kenneth Johnson,240422.06
32105,Valentina Wright,235652.94
91802,Karen Gonzalez,187371.72
89854,Miguel Sanchez,235004.6
80353,Mark Thompson,191423.38
22952,Camila Gutierrez,168540.35
31314,Thomas Scott,225413.95
34054,Joseph Baker,100847.31
84013,David Hernandez,231242.33
41660,Edward Wright,26241.05
67523,Paul Nguyen,247676.61
77956,David Rodriguez,89958.3
82030,George Williams,34299.96
87860,Sarah Carter,186293.87
67714,Maria Allen,93256.97
20649,Andrew Martinez,40134.06
53717,Deborah Nguyen,72257.46
46966,Miguel Williams,194313.56
69998,George Hill,159634.26
34555,Deborah Hall,236524.41
11607,Kimberly Morales,43071.65
45900,Carlos Garcia,130054.85
99383,Paul Gutierrez,112808.02
35093,Gabriela Gonzalez,245220.11
79586,Kimberly Adams,138108.84
76217,Patricia Thompson,4886.31
10450,Luis Hill,183445.22
24508,Mark Allen,117462.06
85132,Mark Miller,20772.04
91818,Donald Scott,92398.13
84657,Robert Hernandez,56496.56
94614,Javier Sanchez,66479.51
20691,Carlos Martin,139973.78
33738,Barbara Johnson,102841.47
91104,Barbara Ramirez,229427.85
82999,Melissa Lewis,146399.57
74850,John Davis,174710.35
73044,Deborah Carter,88546.92
33858,Donald Allen,223635.66
68893,Kimberly Robinson,6334.29
81842,Andrew Nguyen,4473.83
10945,Barbara Martin,242642.91
18862,Ashley Carter,180746.94
44251,William Ramirez,99672.14
79156,Donna Young,218582.83
48343,Bryan Johnson,69637.82
61560,Kenneth Hill,41813.39
11643,Richard Reyes,52226.86
72805,Sandra Wilson,206670.51
76792,Stephanie Green,144432.89
13720,Mary Green,245838.44
59472,Jennifer Scott,124339.97
83043,Brian Roberts,82844.03
68349,Michael Clark,30364.57
40389,Luis Cruz,173313.47
51375,Donna Harris,104072.21
47465,Elizabeth Allen,22078.26
32721,Donna Davis,237600.29
91477,James Taylor,154168.0
99770,Richard Walker,244105.18
19510,Miguel Hill,45898.12
93645,Sofia Ramirez,45687.49
42391,Brian Rodriguez,75365.17
83508,Emily Baker,70499.0
10214,Anthony Thompson,181159.81
64077,Emily Scott,189100.28
91071,Miguel Martin,83461.83
66272,Amanda Walker,32063.85
75880,Patricia Williams,27843.97
54819,Diego Morales,87868.11
16371,Sarah Davis,8053.54
38253,Michael Morales,110669.1
34136,Deborah Rivera,76200.89
88291,Barbara Cruz,72556.63
22663,Deborah Garcia,102509.43
96447,Carlos Scott,221022.04
38149,Camila Rivera,5608.49
27348,Mary Ortiz,62565.86
74770,Brian Carter,60822.81
30206,Kevin Hernandez,155277.6
25023,Thomas Perez,113164.78
87546,William Anderson,22018.06
43342,Javier Johnson,13677.56
33953,Isabella Cruz,55065.97
12743,Emily Hall,131503.37
78945,Sandra Flores,12109.09
18308,Betty Morales,155723.12
11547,Andrew Martinez,111120.4
90294,Ashley Thompson,241785.23
25472,Karen Thompson,8007.15
11818,Charles Ramirez,59951.65
35731,Stephanie Rodriguez,157661.95
45327,Paul Harris,102777.74
28358,Maria Martin,53021.39
33194,Emily Harris,43036.92
73475,Gabriela Lewis,124037.6
47673,Anthony Martinez,150121.75
24703,Lisa Nguyen,79124.69
84314,Deborah Smith,213123.77
13253,Michelle Wilson,148903.93
34834,Steven Scott,205376.01
48768,Daniel Miller,198343.65
67549,Maria Davis,107899.4
25339,William Johnson,185824.24
14446,Linda Rodriguez,48129.18
27728,Edward Robinson,129348.41
75679,Donna Green,160964.85
63316,Donald Lopez,41363.77
41730,Kenneth Davis,192437.91
90622,Bryan Williams,3867.68
14311,Margaret Perez,124249.66
68077,Elizabeth King,158424.11
14373,Camila Adams,228406.26
13347,Susan Williams,18462.23
28587,Kevin Hill,244736.74
76083,Anthony Wilson,11363.44
23230,Kevin Ramirez,93038.5
46653,Stephanie Young,128587.76
33510,Richard Hall,29595.19
18156,David Torres,42138.5
32443,Nancy Hall,122770.79
99804,Brian Rodriguez,33560.33
76541,Susan Clark,187705.28
70757,Kevin Johnson,232973.74
42983,Jessica Morales,41486.35
65879,Joshua Harris,197442.4
26376,Patricia Roberts,39837.7
39787,William Lee,205663.77
89802,Barbara Roberts,155099.88
92523,Nancy Lopez,61831.55
12369,Nancy Nguyen,116462.15
91345,Edward Hall,233798.91
40836,Emily Jackson,138396.01
42356,Andrew Torres,189588.24
33253,Kevin Martin,71988.42
70266,Stephanie Green,124441.32
67404,Melissa Davis,23504.03
85967,Charles Adams,129648.15
79683,Michelle Reyes,6324.42
85575,Joseph Morales,81476.48
98563,Valentina Jackson,151211.86
65679,Edward Scott,84690.84
31263,Daniel White,197317.09
23945,Barbara King,170787.48
21510,Kenneth Williams,16222.19
77601,Donna Ortiz,74279.22
56950,Brian Allen,25363.64
90463,John King,48271.34
71622,Matthew Hill,191544.71
63222,Nancy White,201713.12
63912,Mark Wright,14897.6
87404,John Smith,6437.82
84776,Kimberly Cruz,30138.0
18817,George Thompson,17397.86
78601,Barbara Nelson,97622.83
11795,Sarah Williams,228734.0
10154,Daniel Gonzalez,186737.65
28339,Karen Ramirez,145139.43
28814,Camila Hill,91048.27
63102,James Baker,16089.85
56262,Donna Perez,245488.03
60796,Isabella King,56039.24
75914,Diego Mitchell,190661.93
89794,Joshua White,3440.93
35651,Bryan Carter,114844.28
89525,Kimberly Hill,65532.37
98150,Jennifer Jackson,75821.78
79589,Kimberly Adams,107960.5
57883,Carol Hernandez,85992.78
10598,Donna Hall,94280.88
80490,Nancy Jones,133417.78
93040,Jennifer Nguyen,87569.62
65551,Thomas Jackson,81810.42
38986,Brian Hill,183974.84
62748,Luis Williams,197598.19
64489,Karen Cruz,75501.91
81773,Valentina Mitchell,75978.58
75699,Anthony Rivera,49633.59
85993,Charles Flores,95063.84
54578,Maria Smith,65327.62
93377,Donna White,147461.74
34897,Anthony Garcia,203295.34
83120,Luis Martinez,19644.19
94286,Kenneth Young,25203.48
14578,Daniel Johnson,14288.44
45032,Jennifer Jones,205160.48
29186,Paul Lopez,233736.29
33075,Bryan Castillo,90934.26
90507,Thomas King,99155.48
70813,Elizabeth Cruz,185253.74
49741,Edward Hall,2192.25
81455,Bryan Moore,211412.24
77963,Stephanie Gutierrez,210186.89
46006,Javier Ramirez,214482.9
60610,Betty King,109990.55
20664,Camila Ortiz,112408.62
95374,Richard Lewis,166933.18
22839,Carlos Thompson,243167.71
35042,Andrew Harris,217639.51
52957,Sofia Hall,240260.86
22488,Camila Williams,86600.74
31882,Joseph Gutierrez,228180.21
31858,Ashley Thompson,16940.13
18611,Patricia Ramirez,44493.45
87877,Isabella Green,67086.01
55084,Kimberly Rivera,128090.35
17068,Donna Williams,84484.19
56384,Brian Morales,1136.81
80315,Charles Robinson,23205.28
22024,Joshua Baker,35970.92
42428,George Rivera,201092.84
61961,Carol Perez,155114.21
49847,Javier Reyes,190913.29
43348,Donald Carter,229680.34
44818,Jessica Mitchell,232291.97
24775,James Hill,4580.0
55227,Sofia Nelson,51461.64
84343,Thomas Martinez,55311.95
95295,Valentina Hall,32872.59
19364,Robert Walker,160142.86
35381,Isabella Hernandez,164659.04
99730,Isabella Morales,224836.89
36888,William Lee,195634.18
74188,Brian Gutierrez,224918.45
31554,Javier Martinez,51006.45
54140,Steven White,96978.27
42827,Kevin Cruz,198091.48
73908,Jessica King,24380.31
55310,William Anderson,54841.09
35239,John Clark,15535.71
78969,Patricia Wilson,246414.76
19538,Linda Morales,230827.39
46358,Sarah Nelson,24678.62
82375,Luis Baker,16617.26
58430,Deborah Scott,175855.48
71614,Emily Lewis,31030.85
61657,Lisa Ortiz,174844.3
73732,Charles Lopez,4809.31
70432,Javier Davis,150294.98
26048,Amanda Anderson,75887.32
36042,Maria Wright,228004.74
30759,Sofia Young,87736.05
44831,Ashley Hernandez,204889.67
19282,Donna Hall,193067.7
14917,Mary Castillo,100600.71
60350,Patricia Martin,206843.3
38051,Barbara Hill,36919.08
52490,Gabriela Thomas,189015.55
90589,Valentina Hernandez,113703.81
93171,Kimberly Smith,166444.38
29049,Stephanie Miller,243411.45
30746,Andrew Perez,85463.73
24807,Anthony Scott,249344.72
94823,Brian Nelson,211148.89
11056,Richard Adams,219056.68
30236,Joshua Baker,101497.01
14980,Joseph Morales,13131.45
73166,Sofia Rivera,223229.48
84287,Mark Sanchez,68561.49
93005,Anthony Thompson,30583.76
55463,Isabella Mitchell,4122.06
24197,David Scott,249754.15
22006,Christopher Jones,3682.78
26408,Donald Ortiz,210251.56
36714,Lisa Williams,149392.7
12886,Joshua Hill,38123.49
59565,Kimberly Nelson,202545.45
80792,Michael Hill,32563.25
99377,Deborah Hernandez,136857.33
20689,Gabriela Gutierrez,88188.78
51184,Lisa Brown,72625.55
62331,Gabriela Cruz,179298.9
92305,Maria Johnson,57758.49
78076,Maria Taylor,212883.18
46003,Elizabeth Jones,47208.77
20147,Sandra Walker,5582.45
41302,Javier Davis,110067.65
88409,Luis Nguyen,41237.6
74203,Jennifer Walker,229203.97
43714,Sofia Young,240195.32
94342,David Mitchell,174243.75
52165,Thomas Perez,94803.85
28977,Amanda Allen,163292.63
82338,Gabriela Harris,85732.32
17696,Valentina Jones,100241.24
17253,Amanda Wilson,57371.55
17368,David Castillo,148885.58
96829,Carlos Hernandez,126415.31
39212,Donald Robinson,132968.73
96413,Kenneth Williams,208802.39
38565,Susan Jones,194410.21
73790,Mary Brown,142823.12
25847,Karen Hill,223406.22
55091,Susan Smith,222183.5
92366,Charles Harris,76543.25
95956,Gabriela Williams,7471.82
59922,Lisa Johnson,20592.34
10666,Margaret Hall,90136.68
64899,Lisa Ortiz,187348.27
20384,Charles Baker,152119.2
39769,Kenneth Hill,212251.31
66616,Barbara Green,74525.42
94671,Patricia Reyes,80229.2
77680,Melissa Hernandez,91686.34
72606,Lisa Martin,78624.28
57137,Karen Reyes,38785.82
74484,Daniel Baker,111104.87
31272,Valentina Smith,31479.74
74645,Joseph Green,174371.01
86257,Joshua White,31669.0
73750,Steven Carter,137389.79
89366,Richard Ramirez,29436.55
30346,Ashley Adams,87562.67
39729,Kenneth Davis,69290.04
99531,Patricia Adams,99583.21
22324,Luis Rodriguez,167777.24
51432,Deborah Gutierrez,196872.91
20628,Barbara Hall,55669.88
81504,Matthew Hernandez,131852.51
74990,Barbara Sanchez,161271.49
59882,Donna Scott,34710.65
44264,Carlos Clark,140650.54
10458,Emily Rivera,167193.71
44008,Matthew Mitchell,19323.97
56410,Karen Smith,213506.74
28869,Robert Harris,113865.71
72059,John Rodriguez,30673.97
83351,Isabella Rivera,223951.07
27937,John Green,15869.8
31056,Michelle Allen,107168.27
94796,Amanda Clark,88972.27
37470,Michelle Flores,243468.65
59031,Mary Davis,100058.6
35612,Diego Rivera,202809.84
17498,Sandra Scott,205839.22
26077,Joshua Clark,78787.67
34053,William Walker,34648.7
14808,Ashley Williams,225070.74
